KING OF BLUES,Seoul Mapo-gu Seogyo-dong 328-25,Seoul
TAIWORKS,None,Seoul
Taepyeongyang Hall,Seoul Seongbuk-gu Seokgwan-dong 120-3,Seoul
Tungsten Hall,None,Seoul
TEST,None,Seoul
Tomoka,Seoul Dongjak-gu Heukseok-dong 221-0[Heukseongno10da-gil 10],Seoul
Powwow,Seoul Yongsan-gu Itaewon-dong 559Beonji,Seoul
Pajuculpanmunhwadanji yaoemudae,Gyeonggi Paju Munbal-dong 530-1[Munbal-ro 141],None
Pajuculpanmunhwadanji yaoemudae,Gyeonggi Paju Munbal-dong 530-1[Munbal-ro 141],None
Fandango,None,Seoul
Club Palm,Seoul Mapo-gu Seogyo-dong 363-23,Seoul
POP PUB & LOUNGE,None,Seoul
POEUN ART HALL,None,Seoul
PLATOON KUNSTHALLE,Seoul Gangnam-gu Nonhyeon-dong 97-22,Seoul
Playground,Seoul Mapo-gu Seogyo-dong 325-13,Seoul
FLEE FLEE,None,Seoul
Phillis Pub,Seoul Yongsan-gu Sinheung-ro 9-0[Yongsandong2-ga 5-1608],Seoul
PinkMoon,Seoul Mapo-gu Seogyo-dong 360-10,Seoul
Skypark,None,Seoul
HARUKI,None,Seoul
Houl at the moon,Daejeon Yuseong-gu Gung-dong 402-3,None
Hangang Bamseom,"",Seoul
KOUS,Seoul Gangnam-gu Daechi-dong 944-22,Seoul
Sori Jeondang,"",None
KNUA,Seoul Seongbuk-gu Hwarangno32-gil 146-35[Seokgwan-dong 333-1],Seoul
Republic of Korea–United States relations' square,None,Seoul
HanbokDay,Jeonbuk Jeonju Wansan-gu Jeon-dong,None
HanYang Univ,None,Seoul
KNUA Rooftop,"",None
Hanjan Lululala,Seoul Mapo-gu Donggyo-dong 166-5,Seoul
Korean-Chinese Culture Center,None,Incheon
Haeundae BIFF Village,Busan Haeun Daegu Jung1-dong 1405-16,Busan
Happy Lucky Day,None,Seoul
Hyundaicard Popup Store,Seoul Mapo-gu Seogyo-dong 407-1,Seoul
Hyehwa station,None,Seoul
Hongdae Dal: Bar 2nd,Seoul Mapo-gu Seogyo-dong 396-27,Seoul
Booklibro hall,None,Seoul
Hongdae Seom,Seoul Mapo-gu Seogyo-dong 325-13,Seoul
홍대 앞 주차장거리,None,Seoul
Haruki,None,Seoul
Hongdae Club Vera,Mapo-gu Seogyo-dong 356-1,Seoul
Hongdae Playground,Seoul Mapo-gu Seogyo-dong 359,Seoul
Hongdae Frisbee Store,Seoul Mapo-gu Seogyo-dong 358-12,Seoul
Hongdae Street,Seoul Mapo-gu Donggyo-dong 163-8[Hongik-ro 24],Seoul
Hongdae goyangii bangsukjip gogo,None,Seoul
Hongdaeap jucajanggil ggeut,Seoul Mapo-gu Sangsu-dong 318-1[Eoulmadang-ro 36],Seoul
Hyorishokudo,None,Seoul
Hoodoodook,None,Seoul
Hodge Podge,None,Seoul
Hispage,Gyeonggi Goyang Ilsandong-gu Janghang-dong 765-0[Jungang-ro 1305-56] Rapeseuta D-dong 215Ho,None
